timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
01-31-2025,Why Bloom Energy Stock Plunged Over 20% This Week,https://www.fool.com/investing/2025/01/31/why-bloom-energy-stock-plunged-over-20-this-week/?source=iedfolrf0000001,The Motley Fool,negative,0.8630812764167786,0.02064160630106926,0.11627715080976486,0.8630812764167786,-0.8424396701157093,-0.8600494163110852,0.06997529184445739
01-27-2025,Why Bloom Energy Stock Crashed More Than 25% Today,https://www.fool.com/investing/2025/01/27/why-bloom-energy-stock-crashed-more-than-25-today/?source=iedfolrf0000001,The Motley Fool,negative,0.8973920345306396,0.019732872024178505,0.08287516981363297,0.8973920345306396,-0.8776591625064611,-0.8600494163110852,0.06997529184445739
