timestamp,volume,vw,open,close,high,low,n,SMA_50,SMA_200,RSI_14
2022-01-03 05:00:00,412054.0,9.2649,9.11,9.21,9.48,9.11,3718,,,
2022-01-04 05:00:00,325278.0,9.2199,9.26,9.2,9.39,9.13,3154,,,0.0
2022-01-05 05:00:00,403044.0,8.9355,9.15,8.86,9.29,8.725,4548,,,0.0
2022-01-06 05:00:00,522353.0,8.5823,8.83,8.54,8.86,8.43,4234,,,0.0
2022-01-07 05:00:00,394507.0,8.5709,8.52,8.65,8.69,8.42,3248,,,15.906680805938464
2022-01-10 05:00:00,434616.0,8.3783,8.59,8.4,8.59,8.25,4352,,,11.224548532436089
2022-01-11 05:00:00,484588.0,8.4814,8.29,8.66,8.675,8.17,4718,,,34.39688475206772
2022-01-12 05:00:00,385530.0,8.723,8.75,8.74,8.85,8.53,3330,,,39.96075155626625
2022-01-13 05:00:00,527976.0,8.5115,8.84,8.24,8.88,8.22,4918,,,24.79542551907727
2022-01-14 05:00:00,789438.0,7.9759,8.09,7.99,8.15,7.85,6252,,,20.341701581889268
2022-01-18 05:00:00,663691.0,7.8124,7.84,7.82,7.92,7.73,4518,,,17.829027284700388
2022-01-19 05:00:00,536446.0,7.7181,7.81,7.61,7.9,7.595,5963,,,15.15993004671455
2022-01-20 05:00:00,715048.0,7.5615,7.65,7.34,7.85,7.315,5036,,,12.404920501744371
2022-01-21 05:00:00,713561.0,7.3412,7.25,7.27,7.53,7.13,6465,,,11.76531575198787
2022-01-24 05:00:00,724729.0,7.152,7.06,7.47,7.485,6.9,6085,,,24.58444405033333
2022-01-25 05:00:00,365825.0,7.2491,7.35,7.29,7.41,7.06,3323,,,21.36157380809003
2022-01-26 05:00:00,571015.0,7.3092,7.42,7.25,7.53,7.17,5773,,,20.66688106527083
2022-01-27 05:00:00,816616.0,6.9897,7.31,6.85,7.48,6.77,6932,,,15.027852010223967
2022-01-28 05:00:00,505491.0,6.6603,6.83,6.77,6.85,6.47,4814,,,14.137657810387239
2022-01-31 05:00:00,330106.0,6.9901,6.68,7.1,7.1,6.68,2896,,,33.02166162449379
2022-02-01 05:00:00,399539.0,7.2865,7.1,7.37,7.38,6.95,4105,,,44.53734542496042
2022-02-02 05:00:00,350145.0,7.2475,7.35,7.28,7.41,7.17,3433,,,41.77487776728211
2022-02-03 05:00:00,577634.0,7.3886,7.15,7.42,7.53,7.11,4968,,,47.60763994477219
2022-02-04 05:00:00,411798.0,7.2975,7.39,7.38,7.43,7.13,3392,,,46.085657950102494
2022-02-07 05:00:00,324850.0,7.5144,7.36,7.49,7.61,7.34,3314,,,51.0510842364894
2022-02-08 05:00:00,358065.0,7.5797,7.49,7.66,7.66,7.37,3045,,,57.956027517723676
2022-02-09 05:00:00,446166.0,8.0286,7.75,8.12,8.2,7.66,4884,,,70.8114504782457
2022-02-10 05:00:00,350773.0,7.9158,7.91,7.74,8.2,7.61,3700,,,54.83118669415794
2022-02-11 05:00:00,474954.0,7.4667,7.79,7.34,7.84,7.25,4535,,,43.03532137246764
2022-02-14 05:00:00,499784.0,7.2587,7.42,7.14,7.52,7.11,4072,,,38.28377641868647
2022-02-15 05:00:00,717556.0,7.2412,7.29,7.4,7.41,7.08,4916,,,47.052675475464206
2022-02-16 05:00:00,464912.0,7.7062,7.39,7.76,7.85,7.39,4518,,,56.848089827121115
2022-02-17 05:00:00,338878.0,7.6656,7.64,7.65,7.8,7.52,3189,,,53.36719230475459
2022-02-18 05:00:00,380889.0,7.5059,7.6,7.44,7.68,7.3705,3746,,,47.024494585215564
2022-02-22 05:00:00,482649.0,7.137,7.35,7.12,7.41,6.92,4352,,,38.89641689357126
2022-02-23 05:00:00,476529.0,7.0079,7.15,6.82,7.2555,6.81,4073,,,32.769372607847274
2022-02-24 05:00:00,449006.0,6.8561,6.52,7.07,7.095,6.3201,4684,,,41.612890511452086
2022-02-25 05:00:00,667226.0,7.103,7.1,7.27,7.28,6.86,5617,,,47.93473582854317
2022-02-28 05:00:00,518725.0,7.085,7.19,7.01,7.25,6.94,5277,,,41.237302522060716
2022-03-01 05:00:00,504369.0,6.9453,6.96,6.94,7.11,6.78,5351,,,39.521890805758304
2022-03-02 05:00:00,577176.0,7.0926,7.02,7.1,7.18,6.94,5383,,,45.50100026337825
2022-03-03 05:00:00,732182.0,7.0286,7.19,6.99,7.21,6.95,6524,,,42.192054972400165
2022-03-04 05:00:00,624487.0,6.8021,6.84,6.81,7.04,6.72,4616,,,37.09817285949974
2022-03-07 05:00:00,697156.0,6.7813,6.81,6.83,6.91,6.63,5889,,,38.056946790559714
2022-03-08 05:00:00,1253538.0,7.1049,6.58,7.17,7.54,6.32,7781,,,52.31427568234003
2022-03-09 05:00:00,687814.0,7.6357,7.23,7.64,7.84,7.23,5234,,,65.11967078563978
2022-03-10 05:00:00,639100.0,7.9533,7.46,8.14,8.15,7.42,4988,,,73.76685950916328
2022-03-11 05:00:00,540526.0,7.9924,8.14,7.94,8.3,7.75,4970,,,66.19304569568237
2022-03-14 04:00:00,825634.0,7.8369,7.98,7.79,8.02,7.67,6940,,,60.791645004085005
2022-03-15 04:00:00,1073105.0,8.4344,8.09,8.65,8.66,8.07,8499,7.6348,,74.53705630977836
2022-03-16 04:00:00,709678.0,8.6634,8.63,8.71,9.08,8.42,6620,7.6248000000000005,,75.23593493877308
2022-03-17 04:00:00,342419.0,8.727,8.63,8.77,8.81,8.62,3138,7.6162,,75.99612538465686
2022-03-18 04:00:00,1368598.0,8.5692,8.75,8.51,8.84,8.46,5712,7.6092,,65.88383876256526
2022-03-21 04:00:00,568044.0,8.4847,8.49,8.49,8.73,8.35,5805,7.6082,,65.11481057927719
2022-03-22 04:00:00,500227.0,8.7524,8.6,8.71,8.945,8.51,5214,7.609400000000001,,69.61619508084918
2022-03-23 04:00:00,408102.0,8.4811,8.62,8.43,8.66,8.38,4847,7.61,,58.52604421434169
2022-03-24 04:00:00,369082.0,8.5107,8.51,8.53,8.57,8.39,4584,7.6074,,61.08097422184528
2022-03-25 04:00:00,651503.0,8.4985,8.45,8.45,8.59,8.4,4359,7.6015999999999995,,57.79451631663362
2022-03-28 04:00:00,390257.0,8.2757,8.4,8.34,8.52,8.12,4025,7.6036,,53.24899075401971
2022-03-29 04:00:00,300067.0,8.4566,8.46,8.45,8.55,8.32,3222,7.6128,,57.138647265741845
2022-03-30 04:00:00,362735.0,8.3765,8.44,8.23,8.57,8.2,3956,7.621,,47.93516127033007
