timestamp,volume,open,close,high,low,SMA_50,SMA_200,RSI_14
2006-11-17 05:00:00,18310356.0,24.5,24.74,25.18,23.5,,,
2006-11-20 05:00:00,1688963.0,24.74,25.0,25.67,24.29,,,100.0
2006-11-21 05:00:00,1179813.0,25.0,24.6,25.19,24.31,,,80.86124401913891
2006-11-22 05:00:00,1260752.0,24.5,26.88,26.88,24.5,,,91.52680462766828
2006-11-24 05:00:00,350251.0,27.0,27.75,27.96,26.88,,,93.19618342123277
2006-11-27 05:00:00,910473.0,28.39,28.35,28.5,27.92,,,94.11830847156338
2006-11-28 05:00:00,587427.0,28.53,28.17,28.9,27.75,,,89.90067034461029
2006-11-29 05:00:00,414635.0,28.5,28.27,28.95,28.0,,,90.18267973004453
2006-11-30 05:00:00,245668.0,28.8,28.3,28.8,28.0,,,90.27666406353839
2006-12-01 05:00:00,257298.0,28.3,27.89,28.3,27.56,,,78.43570641601094
2006-12-04 05:00:00,482991.0,28.0,27.88,28.4,27.56,,,78.14724412895916
2006-12-05 05:00:00,782351.0,27.62,27.08,27.89,26.4,,,58.341515294860784
2006-12-06 05:00:00,138236.0,26.8,27.2,27.63,26.77,,,60.09206938994527
2006-12-07 05:00:00,155032.0,27.7,27.32,27.74,27.32,,,61.937579288874325
2006-12-08 05:00:00,55222.0,27.5,27.53,27.57,27.2,,,65.18822264307533
2006-12-11 05:00:00,232649.0,27.32,27.95,28.4,27.32,,,70.91951393178823
2006-12-12 05:00:00,371691.0,28.2,27.2,28.2,26.91,,,52.9556898277809
2006-12-13 05:00:00,547779.0,27.3,27.64,28.11,26.5,,,59.84142962336394
2006-12-14 05:00:00,837635.0,27.62,27.93,28.62,27.32,,,63.863776283228034
2006-12-15 05:00:00,2069209.0,28.36,29.05,29.28,27.77,,,75.01546175816051
2006-12-18 05:00:00,738847.0,29.32,28.59,29.87,28.42,,,65.44444165713388
2006-12-19 05:00:00,470726.0,28.0,27.79,28.2,26.5401,,,52.10428464525343
2006-12-20 05:00:00,284125.0,27.88,27.78,28.92,27.01,,,51.95154753031206
2006-12-21 05:00:00,616652.0,27.5,26.69,27.85,26.66,,,37.957504568238726
2006-12-22 05:00:00,151163.0,26.99,27.53,27.7,26.86,,,49.94643463850634
2006-12-26 05:00:00,87501.0,27.63,27.1,28.34,27.04,,,44.82968747862516
2006-12-27 05:00:00,788267.0,28.24,28.81,28.81,27.74,,,62.471031092609046
2006-12-28 05:00:00,1406102.0,28.72,29.86,29.98,28.0,,,69.40286402472897
2006-12-29 05:00:00,355545.0,29.99,29.84,30.0,29.02,,,69.12226380228628
2007-01-03 05:00:00,490043.0,30.17,28.5,30.29,28.2,,,52.662176566681936
2007-01-04 05:00:00,325428.0,28.11,28.75,28.84,28.0,,,54.97048867841009
2007-01-05 05:00:00,524303.0,28.65,28.15,28.65,27.73,,,48.43066783455239
2007-01-08 05:00:00,317098.0,28.26,28.9,29.0,28.26,,,55.983497704030924
2007-01-09 05:00:00,232733.0,29.02,29.27,29.77,28.95,,,59.37073432020234
2007-01-10 05:00:00,267718.0,29.22,29.16,29.67,29.09,,,57.84378173037384
2007-01-11 05:00:00,362361.0,29.19,29.34,29.73,28.75,,,59.79609324690433
2007-01-12 05:00:00,176341.0,29.27,29.53,29.61,29.27,,,61.94270915527291
2007-01-16 05:00:00,214640.0,29.56,29.27,30.47,29.0,,,57.126642997800865
2007-01-17 05:00:00,256793.0,29.26,29.02,29.26,28.85,,,52.59014057338785
2007-01-18 05:00:00,258483.0,29.27,28.32,29.56,28.05,,,41.852481816600296
2007-01-19 05:00:00,352910.0,28.24,27.71,28.32,27.7,,,34.723759370164615
2007-01-22 05:00:00,400630.0,27.75,27.88,28.13,27.54,,,38.11340332680512
2007-01-23 05:00:00,504190.0,28.0,28.85,29.38,27.87,,,53.88056838864986
2007-01-24 05:00:00,211244.0,29.07,29.15,29.15,28.42,,,57.7242366637225
2007-01-25 05:00:00,472375.0,29.25,29.43,30.3,29.24,,,61.20608791411934
2007-01-26 05:00:00,211002.0,29.71,29.14,29.73,28.89,,,55.72166756289926
2007-01-29 05:00:00,569040.0,29.15,31.14,31.44,29.0,,,74.15224259623334
2007-01-30 05:00:00,990256.0,31.1,32.72,33.89,30.86,,,81.26189413137193
2007-01-31 05:00:00,460582.0,32.65,32.37,33.14,32.06,,,75.9240753900122
2007-02-01 05:00:00,142618.0,32.53,32.66,33.03,32.09,28.3996,,77.34668736490876
2007-02-02 05:00:00,461026.0,32.79,31.2,33.19,31.16,28.5288,,57.581896798309295
2007-02-05 05:00:00,456111.0,31.2,32.78,33.99,31.1401,28.6844,,67.84271532462486
2007-02-06 05:00:00,246357.0,33.11,32.81,33.93,32.5,28.8486,,68.01223757101725
2007-02-07 05:00:00,241923.0,32.79,33.44,33.73,32.55,28.9798,,71.63542507222584
2007-02-08 05:00:00,350365.0,33.73,33.79,34.47,32.96,29.1006,,73.55549807347248
2007-02-09 05:00:00,478002.0,33.91,32.86,33.99,32.6,29.1908,,60.91344921788572
2007-02-12 05:00:00,344452.0,32.91,33.1,33.77,32.6,29.2894,,62.81641001371073
2007-02-13 05:00:00,1443254.0,33.52,34.28,34.74,33.0,29.4096,,70.86378587720354
2007-02-14 05:00:00,5905949.0,40.38,43.72,44.85,40.01,29.718000000000004,,90.28063497324982
2007-02-15 05:00:00,2146175.0,44.08,44.98,46.86,42.87,30.0598,,91.18532234466169
2007-02-16 05:00:00,432370.0,45.05,45.26,45.75,44.53,30.407400000000003,,91.39079733068627
2007-02-20 05:00:00,1229457.0,44.97,49.21,49.95,44.9,30.85,,93.75890043228252
2007-02-21 05:00:00,1787907.0,49.15,51.19,51.89,48.34,31.3298,,94.61553608770684
2007-02-22 05:00:00,1059041.0,51.2,49.2,51.57,48.25,31.7674,,81.62327228071051
2007-02-23 05:00:00,936137.0,49.02,49.43,49.97,47.26,32.2054,,81.9537423980758
2007-02-26 05:00:00,1294326.0,49.7,51.85,52.7,49.7,32.6834,,85.18762438464066
2007-02-27 05:00:00,1729999.0,49.45,49.01,51.186,48.27,33.1196,,68.55295802318543
2007-02-28 05:00:00,1583736.0,49.55,47.75,51.0,46.89,33.5218,,62.32298788052424
2007-03-01 05:00:00,939527.0,46.15,47.88,48.86,45.2,33.9208,,62.72624645398749
2007-03-02 05:00:00,786899.0,47.53,46.27,48.82,45.85,34.2652,,54.40519917444241
2007-03-05 05:00:00,1154530.0,45.0,44.1301,45.21,43.35,34.576002,,45.20793134132265
2007-03-06 05:00:00,1134039.0,45.36,46.3,46.44,45.0,34.946202,,54.255840459860096
2007-03-07 05:00:00,797835.0,46.24,47.62,47.96,45.77,35.343002,,59.00722293098698
2007-03-08 05:00:00,1892776.0,49.73,51.87,52.07,49.64,35.846602000000004,,70.4210255187125
2007-03-09 05:00:00,1500380.0,52.69,52.06,54.1,51.94,36.337202000000005,,70.83984361882852
2007-03-12 04:00:00,2414373.0,51.99,57.91,57.94,51.61,36.953402000000004,,80.59906488630952
2007-03-13 04:00:00,2648111.0,57.59,53.72,57.59,52.73,37.451602,,63.136378743685306
2007-03-14 04:00:00,2064353.0,53.53,54.46,55.45,51.4,37.943602,,64.69514529310379
2007-03-15 04:00:00,1657891.0,55.65,52.69,55.65,52.1,38.400602,,57.93419821775072
2007-03-16 04:00:00,1734447.0,52.83,51.52,52.83,50.23,38.861002,,53.65733423632964
2007-03-19 04:00:00,1144314.0,53.21,52.5,53.75,52.0,39.336002,,56.74357087836527
2007-03-20 04:00:00,1152066.0,52.49,52.3,54.14,51.7101,39.819002,,55.867460214982785
2007-03-21 04:00:00,1406568.0,52.3,54.5,54.71,52.0,40.331002,,63.09886427233342
2007-03-22 04:00:00,3086129.0,55.4,58.14,59.23,55.28,40.908402,,71.89163734621587
2007-03-23 04:00:00,1646872.0,58.98,58.25,59.88,57.9,41.490202,,72.12325274926707
2007-03-26 04:00:00,1364309.0,59.09,57.01,59.58,55.74,42.043602,,65.14146970560792
2007-03-27 04:00:00,2644256.0,58.18,55.44,58.48,54.89,42.561802,,57.070453136738124
2007-03-28 04:00:00,1421864.0,54.9,54.5,55.6501,54.06,43.066402,,52.570682195295326
2007-03-29 04:00:00,1893684.0,55.87,53.2,56.25,53.0,43.55000199999999,,46.69554587305119
2007-03-30 04:00:00,1335266.0,53.2,52.01,54.02,51.5,44.023802,,41.765575379695946
2007-04-02 04:00:00,1701810.0,52.1,55.89,55.9,52.08,44.587402000000004,,58.32041343256412
2007-04-03 04:00:00,1176896.0,55.88,55.75,56.75,54.49,45.144802,,57.638231812640136
2007-04-04 04:00:00,1205286.0,55.43,57.29,57.7,55.01,45.713602,,63.114400946461686
