timestamp,volume,vw,open,close,high,low,n,SMA_50,SMA_200,RSI_14
2022-01-03 05:00:00,2259065.0,22.3196,22.3,22.14,22.96,21.97,19736,,,
2022-01-04 05:00:00,2235542.0,21.4506,22.33,21.55,22.36,20.97,21374,,,0.0
2022-01-05 05:00:00,2862165.0,20.5825,21.74,20.21,21.74,20.02,25168,,,0.0
2022-01-06 05:00:00,3547264.0,19.6113,19.91,19.47,20.33,19.0,29947,,,0.0
2022-01-07 05:00:00,2228687.0,19.3696,19.42,19.25,20.24,19.0,19056,,,0.0
2022-01-10 05:00:00,2641752.0,18.7979,18.92,19.13,19.15,18.48,23394,,,0.0
2022-01-11 05:00:00,2767905.0,19.4656,19.28,19.65,19.685,19.05,21352,,,12.408943631224574
2022-01-12 05:00:00,2304654.0,19.4093,20.0,19.18,20.33,19.1001,20045,,,10.987075438203831
2022-01-13 05:00:00,2259237.0,18.6284,19.13,18.31,19.32,18.295,19662,,,8.82684800421147
2022-01-14 05:00:00,2846237.0,17.976,18.1,18.13,18.3,17.66,26042,,,8.431113893761847
2022-01-18 05:00:00,3186662.0,17.3117,17.59,17.04,17.66,17.03,29110,,,6.4200067027059475
2022-01-19 05:00:00,3058322.0,17.1034,17.15,16.83,17.66,16.7,27763,,,6.096720442173506
2022-01-20 05:00:00,4418970.0,17.2366,17.13,16.66,18.1899,16.62,33597,,,5.822838111149522
2022-01-21 05:00:00,5516441.0,15.8936,16.42,15.58,16.74,15.53,37674,,,4.3803823681925
2022-01-24 05:00:00,5743056.0,14.6453,14.965,15.63,15.67,13.895,49423,,,5.629201565766579
2022-01-25 05:00:00,3942834.0,14.9563,15.08,15.22,15.35,14.38,31718,,,5.010101503818547
2022-01-26 05:00:00,5410689.0,15.3322,15.75,14.49,15.95,14.4417,37978,,,4.08672924370525
2022-01-27 05:00:00,5898003.0,13.6237,14.79,13.22,15.08,13.115,48267,,,2.9830931764442283
2022-01-28 05:00:00,5665706.0,13.1835,13.15,13.59,13.6,12.55,42990,,,11.057408546787713
