timestamp,volume,open,close,high,low,SMA_50,SMA_200,RSI_14
2005-03-03 05:00:00,136500.0,78.0,78.05,78.7,77.4,,,
2005-03-04 05:00:00,49020.0,78.3,78.1,78.75,77.95,,,100.0
2005-03-07 05:00:00,25340.0,78.65,78.6,79.1,78.55,,,100.0
2005-03-08 05:00:00,18500.0,78.4,77.4,78.6,77.25,,,37.33681462140962
2005-03-09 05:00:00,114680.0,77.5,77.2,78.25,77.0,,,33.321383760530196
2005-03-10 05:00:00,18640.0,77.7,76.35,77.7,76.2,,,21.815900412540103
2005-03-11 05:00:00,67300.0,76.15,75.7,76.35,75.55,,,16.721443052162996
2005-03-14 05:00:00,29560.0,75.9,76.0,76.3,75.55,,,25.93247760596826
2005-03-15 05:00:00,47420.0,76.6,75.3,76.8,75.3,,,19.98213680381987
2005-03-16 05:00:00,9100.0,75.6,74.2,75.7,74.15,,,14.1112293801108
2005-03-17 05:00:00,16420.0,74.3,74.7,75.0,74.15,,,25.57911517769169
2005-03-18 05:00:00,14560.0,75.1,74.35,75.25,73.9,,,23.089110712498083
2005-03-21 05:00:00,5480.0,74.4,73.95,74.4,73.6575,,,20.46240650235528
2005-03-22 05:00:00,7880.0,74.15,73.0,74.25,73.0,,,15.599241829785313
2005-03-23 05:00:00,15920.0,72.85,72.45,73.05,72.3,,,13.461978004393927
2005-03-24 05:00:00,23340.0,72.65,72.5,72.95,72.4,,,14.688060469568683
2005-03-28 05:00:00,13080.0,72.65,71.9,72.85,71.9,,,12.279198616880421
2005-03-29 05:00:00,18040.0,71.75,69.95,72.1,69.8,,,7.603194995909732
2005-03-30 05:00:00,8600.0,70.8,71.6,71.6,70.65,,,32.64526335044161
2005-03-31 05:00:00,13020.0,71.65,72.0,72.3,71.65,,,37.39171441925494
2005-04-01 05:00:00,11160.0,72.95,72.0,73.0,71.9,,,37.39171441925494
2005-04-04 04:00:00,12620.0,72.25,72.25,72.55,71.8,,,40.85957129321273
2005-04-05 04:00:00,6020.0,72.55,72.45,72.9,72.4,,,43.73627875475355
2005-04-06 04:00:00,8000.0,72.85,72.5,73.2,72.5,,,44.514810313515646
2005-04-07 04:00:00,11000.0,72.5,73.1,73.2,72.45,,,53.436076350491135
2005-04-08 04:00:00,10260.0,73.5,71.7,73.5,71.7,,,37.29260756054392
2005-04-11 04:00:00,5440.0,72.05,70.45,72.05,70.45,,,28.440768517179706
2005-04-12 04:00:00,8020.0,70.1,70.65,70.65,69.05,,,31.44489654595428
2005-04-13 04:00:00,6940.0,70.2,68.8,70.3,68.6,,,21.715092517732927
2005-04-14 04:00:00,7940.0,68.8,67.45,68.8,67.4,,,17.226903894459483
2005-04-15 04:00:00,5580.0,66.75,65.3,66.91,65.25,,,12.485017301140275
2005-04-18 04:00:00,5420.0,65.6,65.9,66.3,65.25,,,19.610344272705404
2005-04-19 04:00:00,4820.0,66.7,67.45,67.7,66.7,,,35.30993494686807
2005-04-20 04:00:00,6680.0,67.7,66.0,67.7,66.0,,,29.16246280460956
2005-04-21 04:00:00,3140.0,67.0,67.65,67.7,66.45,,,42.34256601386886
2005-04-22 04:00:00,4440.0,67.7,66.1,67.7,66.0,,,35.23630195681545
2005-04-25 04:00:00,8600.0,66.7,66.6,66.9,66.25,,,39.044035816903204
2005-04-26 04:00:00,9620.0,66.5,65.8,67.3,65.65,,,35.221030559325726
2005-04-27 04:00:00,6060.0,66.0,65.25,66.0,65.2,,,32.682480061734395
2005-04-28 04:00:00,6540.0,65.5,64.1,65.5,63.9,,,27.841251765702097
2005-04-29 04:00:00,7520.0,64.7,64.25,64.7,63.25,,,29.41485484121324
2005-05-02 04:00:00,2200.0,64.7,65.1,65.2,64.7,,,38.22342832344922
2005-05-03 04:00:00,7880.0,65.15,65.25,65.8,65.15,,,39.754299231249604
2005-05-04 04:00:00,6540.0,65.6,65.35,65.7,65.1,,,40.88122889864498
2005-05-05 04:00:00,2400.0,65.4,65.15,65.8,65.0,,,39.189546270527174
2005-05-06 04:00:00,3480.0,65.75,65.5,65.8,65.4,,,43.878841043807235
2005-05-09 04:00:00,10440.0,65.5,66.25,66.25,65.18,,,52.86569220742092
2005-05-10 04:00:00,2740.0,65.95,65.65,66.15,65.6,,,46.05767256914391
2005-05-11 04:00:00,1920.0,65.9,65.6,65.9,64.9,,,45.494332253913875
2005-05-12 04:00:00,6020.0,65.8,64.6,65.8,64.6,70.35,,35.47984962853951
2005-05-13 04:00:00,4860.0,64.9,63.75,65.05,63.75,70.064,,29.180081614105433
2005-05-16 04:00:00,30860.0,64.15,64.15,64.5,63.8,69.785,,35.40757596232619
2005-05-17 04:00:00,7620.0,64.15,64.15,64.3,63.75,69.49600000000001,,35.40757596232619
2005-05-18 04:00:00,42500.0,64.6,65.15,65.5,64.45,69.25099999999999,,50.03218073893237
2005-05-19 04:00:00,23080.0,65.65,65.45,65.9,65.35,69.016,,53.66373657404141
2005-05-20 04:00:00,2980.0,65.4,65.6,65.7,65.15,68.801,,55.5284104797864
2005-05-23 04:00:00,16880.0,65.85,65.15,65.85,65.15,68.59,,48.73906046399109
2005-05-24 04:00:00,3380.0,65.2,66.05,66.05,64.95,68.39099999999999,,60.01976454423378
2005-05-25 04:00:00,5680.0,66.1,66.3,66.45,65.65,68.211,,62.65391247946044
2005-05-26 04:00:00,4900.0,66.95,67.6,67.6,66.8,68.079,,73.23470326262122
2005-05-27 04:00:00,4820.0,67.75,67.6,67.75,67.1,67.937,,73.23470326262122
2005-05-31 04:00:00,2720.0,68.05,67.6,68.1,67.55,67.802,,73.23470326262122
2005-06-01 04:00:00,10960.0,67.65,67.75,68.45,67.453,67.678,,74.5145471494132
2005-06-02 04:00:00,3120.0,67.45,68.1,68.25,67.45,67.58,,77.42130269180467
2005-06-03 04:00:00,11440.0,68.45,67.55,68.45,67.55,67.482,,64.15400485202406
2005-06-06 04:00:00,8140.0,67.8,67.6,67.8,67.1,67.384,,64.78697118096247
2005-06-07 04:00:00,7520.0,67.8,67.15,67.95,67.1,67.289,,54.7478157240205
2005-06-08 04:00:00,5460.0,67.5,67.05,67.75,67.05,67.23100000000001,,52.65567876874176
2005-06-09 04:00:00,4280.0,67.0,67.85,67.85,66.75,67.15599999999999,,65.0013036235015
2005-06-10 04:00:00,8940.0,68.2,68.25,68.45,67.95,67.08099999999999,,69.5779885751665
2005-06-13 04:00:00,3360.0,68.2,68.75,68.85,68.0,67.01599999999999,,74.40531678893835
2005-06-14 04:00:00,12140.0,69.15,70.4,70.4,69.05,66.979,,84.04520472513448
2005-06-15 04:00:00,16440.0,70.5,71.35,71.45,70.0,66.957,,87.23833792293786
2005-06-16 04:00:00,13420.0,71.25,71.75,71.8,71.15,66.942,,88.36922382498966
2005-06-17 04:00:00,15600.0,72.35,72.95,73.0,72.0,66.93900000000001,,91.09944484889888
2005-06-20 04:00:00,10520.0,73.15,73.55,73.9,72.7,66.976,,92.16105408344328
2005-06-21 04:00:00,15000.0,73.95,73.5,73.95,73.1,67.03699999999999,,91.11607105446068
2005-06-22 04:00:00,13900.0,74.2,73.75,74.2,73.3,67.09899999999999,,91.66153473563524
2005-06-23 04:00:00,24760.0,73.3,72.9,74.25,72.9,67.181,,73.86860433028687
2005-06-24 04:00:00,12380.0,73.1,73.05,73.25,72.5,67.293,,74.86219597704526
2005-06-27 04:00:00,9740.0,72.9,72.8,73.15,72.55,67.443,,69.76118967136942
2005-06-28 04:00:00,10980.0,73.35,74.45,74.45,73.25,67.614,,80.09166148428176
2005-06-29 04:00:00,11840.0,74.85,73.85,74.85,73.55,67.742,,70.05054131355409
2005-06-30 04:00:00,6260.0,74.05,73.05,74.2,73.05,67.883,,58.72400390223601
2005-07-01 04:00:00,3920.0,73.5,73.2,73.5,72.75,67.994,,60.1190865719279
2005-07-05 04:00:00,5340.0,72.85,73.4,73.45,72.75,68.14,,62.090324692606835
2005-07-06 04:00:00,9220.0,74.0,73.65,74.6,73.45,68.28099999999999,,64.61307754824588
2005-07-07 04:00:00,9660.0,72.4,72.85,72.95,72.15,68.42200000000001,,51.868481832327355
2005-07-08 04:00:00,9540.0,73.45,74.45,74.7,73.45,68.60600000000001,,66.9240194053665
2005-07-11 04:00:00,11820.0,74.8,75.35,75.4,74.8,68.83099999999999,,72.50585839837676
2005-07-12 04:00:00,7840.0,75.2,74.85,75.35,74.85,69.04299999999999,,65.42797421041303
2005-07-13 04:00:00,9420.0,75.2,75.2,75.4,74.8,69.245,,67.95460578439577
2005-07-14 04:00:00,8860.0,75.7,74.7,75.7,74.55,69.434,,60.64848400287763
2005-07-15 04:00:00,6820.0,75.3,74.95,75.35,74.5,69.626,,62.94680947423342
2005-07-18 04:00:00,5920.0,74.7,75.15,75.45,74.61,69.826,,64.8422453108746
2005-07-19 04:00:00,22800.0,75.35,76.75,76.8,75.35,70.05099999999999,,76.1188191701947
2005-07-20 04:00:00,7940.0,76.25,77.2,77.45,76.15,70.27,,78.37020007066889
2005-07-21 04:00:00,6900.0,77.0,76.55,77.15,76.2,70.488,,67.72844975399536
2005-07-22 04:00:00,6140.0,76.7,77.1,77.1,76.2,70.718,,71.50601934910372
2005-07-25 04:00:00,20040.0,77.35,77.85,78.35,77.35,70.983,,75.93776726871154
2005-07-26 04:00:00,7620.0,78.35,79.05,79.3,78.05,71.289,,81.30562276425573
2005-07-27 04:00:00,10780.0,79.3,79.8,79.8,78.75,71.602,,83.89632661515004
2005-07-28 04:00:00,15800.0,80.4,80.4,80.5,79.8,71.92699999999999,,85.72270439121077
2005-07-29 04:00:00,14000.0,79.95,79.25,80.25,79.15,72.209,,68.53326922278181
2005-08-01 04:00:00,23240.0,79.85,80.25,80.45,79.75,72.505,,73.80379750160066
2005-08-02 04:00:00,10480.0,80.35,80.45,80.5,80.05,72.80199999999999,,74.7786712783474
2005-08-03 04:00:00,18640.0,80.3,80.55,80.8,80.15,73.11,,75.3087866441904
2005-08-04 04:00:00,12340.0,80.25,79.2,80.25,79.1,73.373,,56.73388156138367
2005-08-05 04:00:00,11420.0,78.7,77.75,78.8,77.45,73.602,,43.45168938596024
2005-08-08 04:00:00,14480.0,78.45,78.85,79.1,78.15,73.827,,53.06911058246682
2005-08-09 04:00:00,11000.0,78.95,78.8,79.25,78.45,74.051,,52.599919973530426
2005-08-10 04:00:00,10940.0,79.4,78.15,79.4,77.45,74.262,,46.441053057068366
2005-08-11 04:00:00,10880.0,78.05,78.8,78.95,78.05,74.48299999999999,,52.81576495377166
2005-08-12 04:00:00,7640.0,78.55,77.9,78.55,77.6,74.679,,44.37725075859927
2005-08-15 04:00:00,5280.0,77.75,77.85,78.2,77.3,74.885,,43.927354007716055
2005-08-16 04:00:00,12680.0,77.65,76.5,77.65,76.35,75.06299999999999,,33.38356241269608
2005-08-17 04:00:00,16220.0,76.55,76.75,77.3,76.55,75.255,,36.63350437921017
2005-08-18 04:00:00,5500.0,76.5,76.55,76.7,76.05,75.445,,35.05487382759297
2005-08-19 04:00:00,7860.0,77.05,76.5,77.05,76.4,75.618,,34.62447297285908
2005-08-22 04:00:00,96540.0,78.0,77.05,78.0,76.35,75.794,,43.43870806009117
2005-08-23 04:00:00,49040.0,77.35,78.2,78.5,76.95,75.983,,57.32113376774128
2005-08-24 04:00:00,70520.0,78.5,80.25,81.85,78.3,76.18,,71.63885111173212
2005-08-25 04:00:00,54060.0,81.15,80.15,81.2,80.0,76.35600000000001,,70.31121349279584
2005-08-26 04:00:00,28220.0,80.4,80.1,80.6,79.38,76.523,,69.56741598190114
2005-08-29 04:00:00,33760.0,81.35,81.8,82.05,80.8,76.7,,78.49300208700426
2005-08-30 04:00:00,124800.0,82.9,85.25,85.25,82.05,76.934,,87.24965254841904
2005-08-31 04:00:00,108260.0,85.0,86.1,86.75,84.25,77.186,,88.57235647631826
2005-09-01 04:00:00,100500.0,87.45,87.55,87.85,86.65,77.462,,90.51011092636043
2005-09-02 04:00:00,88420.0,87.4,86.55,87.4,85.85,77.735,,79.74921612073865
2005-09-06 04:00:00,81340.0,87.05,87.7,87.9,86.75,78.02799999999999,,82.50865205163522
2005-09-07 04:00:00,59360.0,87.45,87.75,88.1,86.95,78.327,,82.62741011704387
2005-09-08 04:00:00,91100.0,88.05,89.0,89.15,88.05,78.618,,85.47262404697321
2005-09-09 04:00:00,136080.0,89.75,91.4,91.85,89.5,78.969,,89.34026338309016
2005-09-12 04:00:00,138720.0,91.9,91.6,92.2,91.0,79.34,,89.60633238334988
2005-09-13 04:00:00,92640.0,91.4,90.7,91.41,90.0,79.69,,79.32565164483536
2005-09-14 04:00:00,91860.0,91.25,90.0,91.25,90.0,80.02199999999999,,71.92041730094567
2005-09-15 04:00:00,72960.0,90.15,88.8,90.2,88.6,80.325,,60.71011494713018
2005-09-16 04:00:00,70320.0,90.0,87.65,90.0,86.65,80.621,,51.78465306528682
2005-09-19 04:00:00,80780.0,87.75,87.35,87.8,86.7,80.87899999999999,,49.59014905313972
2005-09-20 04:00:00,76740.0,90.0,86.8,90.0,86.25,81.108,,45.51038403336752
2005-09-21 04:00:00,62820.0,87.45,85.5,87.45,85.25,81.321,,37.17039495982125
2005-09-22 04:00:00,55640.0,85.45,84.55,85.55,84.25,81.508,,32.19555556479443
2005-09-23 04:00:00,49500.0,84.6,85.3,85.6,84.25,81.72,,39.563808752886565
2005-09-26 04:00:00,42760.0,86.1,86.5,86.5,85.5,81.95100000000001,,49.662515810893
2005-09-27 04:00:00,36160.0,86.65,86.6,86.95,86.0,82.18,,50.45850010618848
2005-09-28 04:00:00,57000.0,86.75,85.7,86.75,85.55,82.359,,43.3413539650584
2005-09-29 04:00:00,66420.0,86.2,87.8,88.1,85.75,82.571,,58.935530736344695
2005-09-30 04:00:00,61840.0,87.55,88.5,88.75,87.35,82.81,,62.866411196501595
2005-10-03 04:00:00,44240.0,88.7,89.25,89.3,88.2,83.053,,66.79582241559316
2005-10-04 04:00:00,53720.0,89.5,88.25,89.5,88.1,83.26100000000001,,57.44408106621224
2005-10-05 04:00:00,51740.0,88.0,85.9,88.05,85.75,83.39800000000001,,41.637350764620166
2005-10-06 04:00:00,81600.0,85.2,83.15,85.2,82.05,83.465,,30.358027470430827
2005-10-07 04:00:00,39940.0,83.3,83.15,84.0,83.1,83.52,,30.358027470430827
2005-10-10 04:00:00,42580.0,83.3,80.65,83.3,80.65,83.54799999999999,,22.862180219925264
2005-10-11 04:00:00,45500.0,81.0,78.9,81.05,78.65,83.521,,19.06085152832341
2005-10-12 04:00:00,72260.0,78.6,77.6,79.25,77.1,83.464,,16.683189735570835
2005-10-13 04:00:00,43120.0,77.1,77.25,77.35,76.1,83.398,,16.060820512624773
2005-10-14 04:00:00,27960.0,77.6,77.85,78.1,76.55,83.37100000000001,,21.82908700086452
