timestamp,volume,vw,open,close,high,low,n,SMA_50,SMA_200,RSI_14
2022-01-03 05:00:00,13429684.0,28.7922,28.955,28.79,29.27,27.98,97019,,,
2022-01-04 05:00:00,15772990.0,27.9173,29.13,28.15,29.22,27.155,122980,,,0.0
2022-01-05 05:00:00,19086772.0,27.0719,28.3,26.27,28.38,26.2,148575,,,0.0
2022-01-06 05:00:00,21825318.0,25.5715,25.94,25.22,26.58,24.75,167798,,,0.0
2022-01-07 05:00:00,13168917.0,25.3166,25.35,24.96,26.24,24.76,105958,,,0.0
2022-01-10 05:00:00,24159063.0,24.1236,24.352,24.75,24.775,23.4568,167188,,,0.0
2022-01-11 05:00:00,13936340.0,25.1133,24.855,25.1,25.68,24.41,100140,,,7.263861025156444
2022-01-12 05:00:00,16259949.0,25.0127,25.84,24.65,26.02,24.45,118855,,,6.557248185969996
2022-01-13 05:00:00,17745835.0,24.6365,25.169,23.91,25.725,23.88,125039,,,5.53551173705668
2022-01-14 05:00:00,21274438.0,23.1874,23.325,23.44,23.9543,22.645,160364,,,4.968189903685328
2022-01-18 05:00:00,19098058.0,23.0036,23.07,22.83,23.5599,22.5,144054,,,4.307131623610587
2022-01-19 05:00:00,32027995.0,21.7896,23.0,20.99,23.08,20.97,204164,,,2.9438337953363174
2022-01-20 05:00:00,31059755.0,22.4178,21.54,21.6,23.32,21.51,205904,,,13.425977611396917
2022-01-21 05:00:00,29747471.0,21.4846,21.06,21.06,22.42,20.61,182575,,,12.092032059667531
2022-01-24 05:00:00,40051434.0,19.3375,19.985,20.7,20.71,18.2701,251480,,,11.233486401750255
2022-01-25 05:00:00,26139365.0,19.5898,20.005,19.73,20.33,18.95,165396,,,9.202193282714475
2022-01-26 05:00:00,33158954.0,20.3629,21.17,19.47,21.35,19.225,201627,,,8.714815475330354
2022-01-27 05:00:00,27711862.0,18.7694,19.75,18.26,20.06,18.09,181531,,,6.785109336881163
2022-01-28 05:00:00,25440833.0,18.2614,18.3772,18.76,18.95,17.51,176568,,,15.686588606703296
2022-01-31 05:00:00,35640581.0,21.055,19.05,21.87,21.92,18.92,199053,,,49.97288804288699
2022-02-01 05:00:00,29208848.0,22.443,22.55,22.9,23.1,21.265,182772,,,56.70144720431566
2022-02-02 05:00:00,19452298.0,22.1196,23.0,21.84,23.041,21.55,130349,,,48.892764370533236
2022-02-03 05:00:00,17059170.0,21.0762,20.93,20.92,21.8,20.63,117777,,,42.96695009320168
2022-02-04 05:00:00,15539846.0,21.5146,20.93,21.43,22.11,20.64,115372,,,47.07025246517424
2022-02-07 05:00:00,15163915.0,21.8097,21.255,21.46,22.4899,21.231,99152,,,47.32746382186643
2022-02-08 05:00:00,12294132.0,21.6599,21.11,21.96,22.07,20.86,80572,,,51.82911272252043
2022-02-09 05:00:00,17612783.0,22.6116,22.44,23.0,23.0,22.12,116505,,,60.027993649825326
2022-02-10 05:00:00,18933948.0,22.859,22.255,22.27,23.6399,22.129,138325,,,52.755621357757626
2022-02-11 05:00:00,17308153.0,21.7761,22.22,21.29,22.74,20.92,132692,,,44.41977417700655
2022-02-14 05:00:00,19017612.0,21.7317,21.16,21.47,22.44,20.8981,123016,,,46.22067856396337
2022-02-15 05:00:00,22642559.0,23.3167,22.12,23.77,23.92,22.07,145705,,,63.60655949116855
2022-02-16 05:00:00,16886593.0,23.4798,23.12,23.9,24.15,22.61,112135,,,64.3580207891217
2022-02-17 05:00:00,13231284.0,23.4474,23.44,23.15,24.005,23.13,95591,,,56.58089482058639
2022-02-18 05:00:00,15435882.0,22.1951,22.88,22.07,23.06,21.595,117157,,,47.120001451607685
