timestamp,volume,vw,open,close,high,low,n,SMA_50,SMA_200,RSI_14
2022-01-03 05:00:00,775303.0,31.3058,31.59,31.33,32.17,31.053,11037,,,
2022-01-04 05:00:00,1183229.0,30.736,31.7,31.17,31.88,29.94,16247,,,0.0
2022-01-05 05:00:00,1026369.0,30.0371,31.08,29.16,31.39,29.07,15278,,,0.0
2022-01-06 05:00:00,1139929.0,29.1105,29.0,29.17,29.66,28.11,15540,,,0.37688442211060647
2022-01-07 05:00:00,833781.0,29.8018,29.44,29.78,30.49,29.27,12969,,,21.263270449858837
2022-01-10 05:00:00,866771.0,28.8549,29.26,29.1,29.5,28.31,13953,,,16.747104470429363
2022-01-11 05:00:00,664224.0,29.5631,29.11,29.51,29.91,28.99,10661,,,27.465016737260797
2022-01-12 05:00:00,944580.0,29.8981,30.15,29.72,30.83,29.5,12350,,,32.59357715048378
2022-01-13 05:00:00,1823747.0,28.559,30.38,27.76,30.65,27.68,20427,,,18.503994396099486
2022-01-14 05:00:00,1190696.0,27.8734,27.24,28.25,28.54,27.21,16493,,,27.539553414847987
2022-01-18 05:00:00,1244920.0,27.6726,27.96,27.29,28.39,27.25,18410,,,22.020455876141597
2022-01-19 05:00:00,974079.0,26.8661,27.33,26.4,27.75,26.38,13919,,,18.13313234234907
2022-01-20 05:00:00,1033994.0,27.285,26.76,26.44,27.84,26.4,13482,,,18.87579693136746
2022-01-21 05:00:00,1787505.0,25.4595,26.115,25.18,26.53,24.91,23943,,,14.19533554990032
2022-01-24 05:00:00,1377828.0,24.2548,24.142,25.61,25.67,23.245,21283,,,21.828067890743355
2022-01-25 05:00:00,878365.0,25.0866,24.84,25.32,25.69,24.37,12661,,,20.414899754218283
2022-01-26 05:00:00,1560650.0,26.5615,26.64,25.94,27.22,25.69,21869,,,31.374738219152448
2022-01-27 05:00:00,942850.0,25.3648,26.41,25.07,26.59,24.92,12891,,,25.654529134208886
2022-01-28 05:00:00,863190.0,24.9302,24.66,25.24,25.62,24.27,11467,,,28.58993914632356
2022-01-31 05:00:00,1520976.0,27.6231,25.44,27.99,28.03,25.31,17569,,,58.88798815711389
2022-02-01 05:00:00,796257.0,27.7103,27.76,27.79,28.2,27.23,9118,,,56.863415301769464
2022-02-02 05:00:00,656590.0,26.9497,28.13,26.54,28.13,26.47,10358,,,45.56607445440626
2022-02-03 05:00:00,769656.0,25.8571,25.54,25.77,26.425,25.52,9964,,,39.927787719163156
2022-02-04 05:00:00,669862.0,26.4529,25.76,26.66,26.81,25.76,10571,,,48.43702606635057
2022-02-07 05:00:00,595082.0,26.7544,26.66,26.71,27.22,26.36,8137,,,48.90617783626698
2022-02-08 05:00:00,599109.0,27.1109,26.71,27.34,27.39,26.6,8273,,,54.87527224705545
2022-02-09 05:00:00,1330974.0,28.1222,28.73,28.2,29.125,27.42,16899,,,61.888281290169076
2022-02-10 05:00:00,753566.0,28.0847,27.27,27.91,28.67,27.21,10777,,,58.35931551038511
2022-02-11 05:00:00,862974.0,27.7765,27.93,27.6,28.49,27.2,12645,,,54.52451778496029
2022-02-14 05:00:00,625942.0,27.441,27.13,27.36,27.95,26.905,9183,,,51.50144146864386
2022-02-15 05:00:00,809655.0,28.9667,28.05,29.33,29.46,28.05,12666,,,68.20020939271818
2022-02-16 05:00:00,401300.0,29.3261,28.86,29.55,29.68,28.56,7230,,,69.5511339110627
2022-02-17 05:00:00,513981.0,29.1948,29.04,29.0,29.84,28.83,8745,,,61.958450570753406
2022-02-18 05:00:00,497316.0,28.5832,29.0,28.38,29.36,28.23,8613,,,54.25465133429865
2022-02-22 05:00:00,654646.0,26.8905,27.58,26.52,27.75,26.36,11410,,,37.92967157324223
2022-02-23 05:00:00,761699.0,26.895,26.96,26.63,27.42,26.5602,14238,,,39.178493443633734
2022-02-24 05:00:00,1149134.0,27.9501,25.52,29.1,29.15,25.1,17128,,,60.01944190385645
2022-02-25 05:00:00,880869.0,29.5349,29.1,29.84,29.92,29.0,14301,,,64.25367165697693
2022-02-28 05:00:00,1624751.0,31.4124,30.33,31.66,32.25,30.05,23110,,,72.51440034704183
2022-03-01 05:00:00,1465918.0,32.4499,31.62,32.77,33.0,31.6,22393,,,76.35900865476896
2022-03-02 05:00:00,1141343.0,31.0557,32.29,31.13,32.55,30.28,17328,,,61.656415702118515
2022-03-03 05:00:00,600548.0,31.0163,31.755,30.58,32.0,30.28,9388,,,57.381090104309635
2022-03-04 05:00:00,707177.0,30.6095,30.1,30.86,31.05,30.03,11868,,,59.04909630100442
2022-03-07 05:00:00,1295383.0,32.4401,31.88,31.9,33.035,31.56,18649,,,64.93127847491687
2022-03-08 05:00:00,3078697.0,35.6997,32.72,36.4,36.97,32.64,38762,,,79.57721263378959
2022-03-09 05:00:00,1851242.0,36.888,36.32,37.04,37.84,34.75,24835,,,80.88711452304659
2022-03-10 05:00:00,1542085.0,35.1367,36.265,34.92,36.74,34.44,22298,,,64.96187131928123
2022-03-11 05:00:00,1404386.0,33.9578,35.3,33.16,36.25,33.11,19442,,,54.654311345599446
2022-03-14 04:00:00,2303192.0,29.4795,32.3,28.6,32.61,28.305,33793,,,37.070147022071794
2022-03-15 04:00:00,1466435.0,29.5307,28.88,30.68,30.71,27.55,26858,28.9072,,46.183158399107526
2022-03-16 04:00:00,1748889.0,32.4573,33.0,33.16,33.16,31.35,23609,28.9438,,55.12360837111007
2022-03-17 04:00:00,1803201.0,33.0021,31.37,33.94,34.55,30.3689,21986,28.999200000000002,,57.67528725060492
2022-03-18 04:00:00,2011780.0,34.9419,33.68,35.08,35.38,33.47,19411,29.117599999999996,,61.37863009152263
2022-03-21 04:00:00,1099873.0,35.6069,35.1,35.55,36.65,34.75,17294,29.2452,,62.92195593781291
2022-03-22 04:00:00,1046871.0,37.0773,35.86,37.21,37.73,35.76,16412,29.393800000000002,,68.11451165090175
2022-03-23 04:00:00,1360683.0,36.523,36.52,36.15,37.52,35.82,17258,29.5348,,61.74359470880344
2022-03-24 04:00:00,730274.0,36.5476,36.29,37.19,37.19,35.56,12076,29.688399999999998,,65.40654950552963
2022-03-25 04:00:00,526820.0,35.6806,37.15,35.81,37.15,35.2,8684,29.8102,,57.04412892732333
2022-03-28 04:00:00,1508605.0,35.2212,35.4,35.67,36.48,33.33,23600,29.968399999999995,,56.202991313287555
2022-03-29 04:00:00,1079746.0,35.9746,35.48,36.12,36.45,35.1,12676,30.125799999999998,,58.473949381363056
2022-03-30 04:00:00,959916.0,35.4964,36.06,35.1,36.45,34.97,11822,30.281999999999996,,51.49110388182746
2022-03-31 04:00:00,546674.0,35.427,35.232,35.36,35.73,34.81,9119,30.461199999999998,,53.13706866673737
2022-04-01 04:00:00,767770.0,35.8172,36.55,35.82,36.95,35.05,13256,30.6488,,56.17287799270767
2022-04-04 04:00:00,991068.0,37.5547,36.03,37.95,38.06,36.03,15138,30.9042,,67.44165990392695
2022-04-05 04:00:00,836010.0,36.3359,38.43,35.54,38.43,35.3,13548,31.1028,,50.4925565629241
2022-04-06 04:00:00,615273.0,34.5647,35.0,34.67,35.465,34.03,11643,31.2898,,45.70780932250997
2022-04-07 04:00:00,610807.0,34.3025,34.7,34.5,35.1499,33.465,11674,31.461,,44.751675857611126
2022-04-08 04:00:00,499311.0,34.0413,34.05,33.7,34.92,33.51,8197,31.633599999999998,,40.18706863737796
2022-04-11 04:00:00,1204090.0,33.9567,33.57,34.02,34.63,33.25,13895,31.8092,,42.87624186677565
2022-04-12 04:00:00,424675.0,34.2633,34.54,33.91,35.16,33.83,7311,31.927599999999998,,42.12504344405602
