timestamp,volume,vw,open,close,high,low,n,SMA_50,SMA_200,RSI_14
2022-01-03 05:00:00,430061.0,48.4799,48.0,48.53,48.75,48.0,6175,,,
2022-01-04 05:00:00,732125.0,49.0227,48.7,49.18,49.2,48.6,8484,,,100.0
2022-01-05 05:00:00,569626.0,48.4908,49.1,47.84,49.35,47.77,8952,,,75.92093441150047
2022-01-06 05:00:00,536631.0,48.1024,48.09,48.2,48.56,47.24,7903,,,77.59341436748346
2022-01-07 05:00:00,562855.0,49.0114,48.36,49.03,49.3,48.297,5932,,,81.08790873826138
2022-01-10 05:00:00,757216.0,48.5072,49.26,48.3,49.3,48.11,7236,,,70.00771751937901
2022-01-11 05:00:00,540481.0,48.6008,48.52,48.82,48.89,48.07,6800,,,73.03604689109989
2022-01-12 05:00:00,522675.0,48.3439,48.44,48.14,49.0,47.9,5634,,,63.380001243273185
2022-01-13 05:00:00,1055016.0,47.8714,47.4,48.13,48.89,46.4,10876,,,63.23813466417476
2022-01-14 05:00:00,1284332.0,48.0023,47.86,48.3,48.5,46.94,9074,,,64.78431730586038
2022-01-18 05:00:00,660275.0,48.1173,48.0,48.46,48.81,47.49,8993,,,66.3225479127398
2022-01-19 05:00:00,718260.0,49.1764,48.95,49.18,49.66,48.51,8057,,,72.54857084734724
2022-01-20 05:00:00,693279.0,49.1983,49.64,48.62,49.9,48.52,9824,,,62.22479837281243
2022-01-21 05:00:00,983103.0,48.5924,48.28,48.42,49.13,48.08,9330,,,58.77801226732312
2022-01-24 05:00:00,940348.0,47.6124,47.63,48.04,48.18,46.8,11009,,,52.41310302583346
2022-01-25 05:00:00,699173.0,47.5326,47.62,47.65,48.18,46.6,9061,,,46.45584268647899
2022-01-26 05:00:00,1190568.0,46.0474,47.71,45.57,48.3,45.23,12105,,,27.33589654866546
2022-01-27 05:00:00,1138428.0,44.5676,45.79,44.23,46.26,44.04,9482,,,20.931976166356705
2022-01-28 05:00:00,1620227.0,43.2456,44.0,43.62,44.23,42.58,18014,,,18.638489317733686
2022-01-31 05:00:00,893141.0,44.0054,43.37,44.51,44.66,42.74,9042,,,31.308995576666774
2022-02-01 05:00:00,735647.0,44.329,44.51,44.26,44.92,43.92,9635,,,29.804619380856806
2022-02-02 05:00:00,578250.0,44.4641,44.39,44.38,44.91,44.015,9402,,,31.624230935077705
2022-02-03 05:00:00,504082.0,44.2806,44.13,44.04,44.72,43.96,8112,,,29.153599757888813
2022-02-04 05:00:00,700723.0,43.3364,43.88,43.34,44.025,42.8,6756,,,24.58994722126107
2022-02-07 05:00:00,503847.0,43.6831,43.52,43.72,44.11,43.04,6503,,,31.323750390341743
2022-02-08 05:00:00,512070.0,44.1062,43.75,44.2,44.32,43.45,6824,,,39.2325042552367
2022-02-09 05:00:00,470097.0,45.1122,44.54,45.31,45.34,44.36,6136,,,53.51600302389425
2022-02-10 05:00:00,342601.0,44.3418,45.0,43.78,45.58,43.56,6468,,,38.953742162701964
2022-02-11 05:00:00,558327.0,44.1171,43.68,44.15,44.485,43.68,7812,,,43.261775711112094
2022-02-14 05:00:00,889679.0,44.002,44.04,44.08,44.36,43.68,7917,,,42.60543512910811
