symbol,ebitda,five_yr_rev_cagr,ev_ebitda,roic,fcf_yield,implied_upside,volatility
DNNGY,23346999296,-0.05238345757776308,3.411388624217998,-0.002463908524405851,-1.8811504479094177,-1.224115768730845,26.483502953783923
