symbol,ebitda,five_yr_rev_cagr,ev_ebitda,roic,fcf_yield,implied_upside,volatility
ARL,8376000,-0.05067261680523205,68.08301050620821,0.02172068555913796,0.01960374011822749,0.7312993016559141,57.072086450330254
