symbol,ebitda,five_yr_rev_cagr,ev_ebitda,roic,fcf_yield,implied_upside,volatility
LEU,73800000,0.14004765426435117,20.641028509485096,0.6672743846855059,0.02214710797246212,-0.10351314194726557,89.12440621659373
