symbol,ebitda,five_yr_rev_cagr,ev_ebitda,roic,fcf_yield,implied_upside,volatility
BLDP,-163694000,-0.004865903989811904,1.1638654562781776,,-0.20267362869255848,-1.4544909701683746,67.08470982081026
