symbol,ebitda,five_yr_rev_cagr,ev_ebitda,roic,fcf_yield,implied_upside,volatility
VST,6025999872,0.0890179806435516,11.913314812629322,0.12322548695939253,0.010076470194932841,0.16587416663140703,58.17489394929787
