symbol,ebitda,five_yr_rev_cagr,ev_ebitda,roic,fcf_yield,implied_upside,volatility
BWXT,422892992,0.055393143257429944,24.749674130329407,0.20429159513454134,0.01068401614599994,-0.0008090887423437773,24.810225065691725
