symbol,ebitda,five_yr_rev_cagr,ev_ebitda,roic,fcf_yield,implied_upside,volatility
EVA,-136771008,0.11237541833809317,-12.79061433838376,-42.085521472392635,-9.976991350220617,54.416824662316294,5540.295943486434
